City Name,Cloudiness,Current Temp,Humidity,Latitude,Max Temp,Wind Speed
Limekilns,0,59.7,87,56.03,62.6,5.82
Salcea,44,68,42,47.65,68,9.17
Kambia,75,84.2,70,9.12,84.2,10.29
Dangol,56,79.96,42,14.67,79.96,9.66
Rizon,48,62.41,85,40.73,62.41,1.61
Jha Jha,0,75.19,91,24.77,75.19,7.43
Jaynagar-Majilpur,20,82.4,88,22.18,82.4,2.95
Ajmer,0,85.09,38,26.45,85.09,7.99
Voru,0,64.4,48,57.83,64.4,11.41
Nakusp,92,59.71,26,50.23,59.71,1.39
Kariapatti,80,79.33,77,9.7,79.33,10.22
Sakai,75,65.75,82,36.1,68,4.41
El Maranon,75,94.42,44,15.4,98.6,3.36
Edinburgh,0,59.54,87,55.95,62.6,5.82
Jasper,92,74.21,100,33.83,75.2,10.29
Kulynychi,0,55.4,54,49.98,55.4,6.71
Palestina,40,80.82,69,5.02,82.4,5.82
Ruginesti,0,64.4,55,46.07,64.4,4.7
Wellington,20,79.57,34,43.95,80.6,9.17
Cricau,0,62.74,72,46.18,68,4.7
Iskenderun,40,75.2,73,36.59,75.2,17.22
Sun City,75,75.18,24,33.71,86,4.7
Hatta,0,87.07,32,24.12,87.07,9.66
Nawashahr,56,92.2,21,31.12,92.2,11.79
Norton,20,52.15,91,-17.88,52.15,4.07
Guateque,56,71.05,81,5.01,71.05,1.95
Mazatlan,20,89.6,55,23.22,89.6,9.17
Barras,88,84.37,63,-4.25,84.37,4.74
Rasra,0,82.66,67,25.85,82.66,14.7
Manerbio,0,73.06,77,45.35,75.2,4.7
Guarne,40,76.14,53,6.28,78.8,13.87
Mogoditshane,0,53.6,100,-24.63,53.6,2.24
Tipitapa,40,80.6,88,12.2,80.6,4.7
Kilis,0,62.6,72,36.72,62.6,4.52
Betulia,40,85.66,74,6.9,91.4,5.82
Tranbjerg,0,68,77,56.09,68,6.93
Legnica,0,64.4,72,51.21,64.4,10.29
Bu Urqub,40,70.54,68,36.6,71.6,13.87
Qixia,0,54.49,72,37.3,54.49,2.51
Glane,0,66.2,93,52.15,66.2,3.36
Maple Heights,40,87.6,38,41.42,91.4,4.7
Cecina,0,71.6,78,43.32,71.6,5.82
Baldwin,20,87.49,48,40.34,89.6,8.05
Strassen,0,63.72,88,49.62,64.4,4.7
Ivangorod,0,65.29,50,59.37,65.29,12.24
Kerkini,64,61.42,83,41.22,61.42,1.72
Mazinde,8,62.59,89,-4.8,62.59,2.06
Siverek,40,68,56,37.76,68,6.93
Quballat,40,71.6,68,36.54,71.6,13.87
Machaneng,56,64.12,49,-23.18,64.12,3.29
Mamungan,92,77.98,100,8.12,77.98,1.72
Bustamante,0,100.75,22,26.53,100.75,8.43
Srimushnam,24,84.01,65,11.4,84.01,9.78
Vaú,0,61.96,74,-24.63,61.96,2.62
Americo Brasiliense,0,70.96,45,-21.72,70.96,8.66
Jacarezinho,12,71.14,53,-23.17,71.14,6.08
Scarborough,20,84.79,25,43.58,86,10.29
Didymoteicho,40,73.4,53,41.35,73.4,17.22
Bryanka,0,55.66,35,48.51,55.66,8.77
Joane,75,59,93,41.44,59,6.93
Shirochanka,0,67.45,69,46.65,67.45,22.75
Birr,0,62.41,66,53.09,62.41,8.66
Chandler,20,57.2,41,48.38,57.2,19.46
Reading,1,84.9,55,40.34,91.4,3.36
Huai Thalaeng,92,75.2,100,15,75.2,1.39
Clinton County,40,89.87,40,40.28,91.4,14.99
Mpigi,20,69.8,73,0.23,69.8,2.24
Oliveira,76,67.81,47,-20.68,67.81,6.42
Aqkol,92,40.45,100,52,40.45,19.39
Kubinka,0,59.61,51,55.58,62.6,8.95
Angatel,12,73.84,95,15.81,73.84,1.72
Ogaminan,8,75.19,89,7.6,75.19,7.2
Woonsocket,75,82.65,43,42,89.6,5.19
Fallon,40,82.4,20,39.47,82.4,9.17
Buyo,76,80.86,97,13.68,80.86,6.31
Kampar,75,77.95,100,4.3,78.8,3.36
Akot,8,89.32,37,21.1,89.32,12.01
Bay-ang,12,75.28,90,11.03,75.28,4.63
Cloquet,1,69.96,56,46.72,89.6,10.29
Tlanchinol,0,93.91,49,20.98,93.91,4.85
Hobart,90,80.62,77,41.53,91.4,8.05
Pontecagnano,40,71.33,54,40.63,78.8,2.24
Surigao,20,80.05,100,9.79,80.05,6.42
Kaptanganj,20,77.53,78,26.93,77.53,11.23
Chapuco,0,82.48,47,18.61,82.48,2.39
Asientos,40,87.8,22,22.23,87.8,3.36
Borgaro Torinese,40,64.99,77,45.15,68,4.7
Siano,40,72.79,54,40.8,78.8,2.24
Digby,0,64.48,51,44.6,64.48,11.68
Struer,8,68,77,56.49,68,9.17
Calauag,76,85.99,86,10.67,85.99,12.46
Basse Awirs,20,64.99,88,50.58,69.8,6.93
Lansing,1,84.67,65,41.56,91.4,9.17
Syrostan,0,33.25,89,55.06,33.25,4.18
Yizhivtsi,20,68,42,48.04,68,9.17
La Union,80,58.54,45,-9.85,58.54,3.18
Shahrak,0,31.54,77,34.11,31.54,2.39
Davie,75,84.99,55,26.06,87.8,8.05
Ricse,0,64.4,59,48.33,64.4,9.17
Catalina Foothills,1,94.95,7,32.3,96.8,3.96
Radviliskis,0,66.2,72,55.82,66.2,2.24
Concepcion,68,78.25,99,11.22,78.25,2.84
Sonkovo,0,64.3,35,57.78,64.3,13.47
Arkhonskaya,92,54.4,85,43.11,54.4,5.53
Oniceni,0,67.19,55,46.82,69.8,4.7
Petit Hainin,32,63.45,88,50.4,68,3.36
Fafe,75,59,93,41.45,59,6.93
Brisee Verdiere,20,69.8,83,-20.16,69.8,3.36
Anton,56,82.39,87,8.4,82.39,6.76
Zam,0,60.61,83,45.95,60.61,2.28
Vasilyevskiy Mokh,0,64.66,40,57.01,64.66,13.24
Dimapur,100,71.59,91,25.9,71.59,1.95
Wilkenburg,75,75.54,50,52.32,77,3.36
Orekhovo-Zuyevo,0,59.98,47,55.81,59.98,12.91
Shahpur,12,83.56,35,23.88,83.56,4.97
Vranjska Banja,0,54.58,70,42.55,54.58,2.06
Clara,0,64.4,68,47.68,64.4,4.7
Harrismith,0,44.14,83,-28.27,44.14,6.2
Zigos,40,71.6,68,41.02,71.6,4.7
Krasnoarmeyskoye,8,59,51,55.77,59,11.18
Woodend,0,33.8,86,-43.32,33.8,3.36
Laksham,0,76.45,95,23.25,76.45,2.84
Salvacion,36,70.69,97,7.98,70.69,2.17
Chateaubelair,20,84.2,74,13.28,84.2,19.46
Tesanj,0,66.22,63,44.61,68,4.7
Inayauan,20,82.39,100,9.9,82.39,8.77
Starosubkhangulovo,92,37.57,96,53.1,37.57,4.85
Okaihau,0,40.45,80,-35.32,40.45,3.74
Fayetteville,75,80.4,70,33.45,84.2,12.75
Hoexter,75,68.05,100,51.77,73.4,8.05
Deolali,44,73.03,97,19.95,73.03,7.43
Homorod,0,62.77,42,46.05,62.77,7.65
Cacador,0,59.44,69,-26.78,59.44,6.2
Jirlau,12,62.32,54,45.17,62.32,3.18
Hopkinsville,90,81.23,69,36.87,82.4,12.75
Simcoe,20,73.4,73,42.83,73.4,18.34
Piastow,0,71.6,46,52.19,71.6,9.17
Oberglatt,0,64.67,72,47.48,68,3.36
Concepcion,20,57.2,67,-36.83,57.2,10.29
Lachute,20,77,29,45.65,77,2.24
Tarancon,20,60.8,82,40.01,60.8,2.24
Kanungu,8,53.32,100,-0.96,53.32,3.29
Roosevelt,1,82.42,69,40.68,89.6,9.17
Apopa,40,82.08,100,13.81,86,3.36
Lopatari,8,56.2,51,45.48,56.2,1.95
Sulur,40,73.4,88,11.03,73.4,11.41
Arue,20,84.2,58,-17.52,84.2,4.7
Lupsanu,0,66.2,42,44.38,68,1.12
Angra dos Reis,20,71.6,73,-23,71.6,8.05
Mangalam,20,83.11,72,9.77,83.11,17.27
Venta,0,66.2,72,56.2,66.2,2.24
La Huaca,0,78.8,61,-4.87,78.8,18.34
Linares,8,46.39,83,-35.85,46.39,2.28
Alejal,75,77,100,7.38,77,5.82
Waiblingen,0,64.4,82,48.83,64.4,2.24
Misterbianco,0,71.19,60,37.52,73.4,3.36
Guye,0,55.84,78,39.73,55.84,8.21
Mircea Voda,0,62.6,77,44.28,62.6,8.05
Sao Borja,0,76.72,48,-28.65,76.72,9.78
Adjuntas,75,75.2,88,18.16,75.2,3.36
Saryaghash,0,68,45,41.45,68,4.7
Sipkovica,0,63.5,72,42.03,64.4,0.38
Communal,64,73.93,100,13.25,73.93,2.28
Sedniv,0,57.91,54,51.64,57.91,5.53
Molagavita,40,78.8,74,6.67,78.8,5.82
Porbitz-Poppitz,0,73.4,64,51.3,73.4,10.29
Rosas,92,63.67,96,2.35,63.67,2.73
Khndzoresk,80,42.7,96,39.46,42.7,2.51
Changchun,88,48.2,87,43.88,48.2,2.24
Patiya,20,80.05,100,22.3,80.05,8.21
Gartenberg,68,68.04,77,47.87,73.4,9.17
Juquitiba,0,69.85,60,-23.93,71.6,11.41
Linoan,75,77,100,7.63,77,5.82
Al Badari,0,84.2,32,26.99,84.2,16.11
Tarnova,0,65.35,68,46.32,66.2,5.82
Monpon,8,76.36,95,10.91,76.36,7.76
Dourdan,36,62.38,93,48.53,64.4,2.24
Malanday,75,84.2,74,14.71,84.2,5.82
Zenzeli,0,51.79,41,45.92,51.79,8.32
Quinchia,40,78.8,69,5.34,78.8,5.82
Pujali,20,82.4,88,22.47,82.4,2.95
Clydebank,0,59.49,72,55.9,62.6,11.41
Nizhniy Kislyay,0,48.91,60,50.85,48.91,4.63
Coutances,90,59.61,100,49.05,62.6,9.17
Gradinari,0,66.18,42,44.39,68,1.12
Dmitrovsk-Orlovskiy,0,53.32,60,52.51,53.32,8.21
Hsinchu,40,81.16,83,24.8,82.4,2.24
Georgiyevskoye,36,63.31,47,58.73,63.31,11.23
Cankuzo,0,56.92,75,-3.22,56.92,3.18
Krasnokamsk,40,41,86,58.08,41,2.84
Bato,68,80.05,90,13.33,80.05,4.29
Barneveld,90,65.01,93,52.14,66.2,4.7
El Dorán,75,64.4,72,4.9,64.4,11.41
Harrisonville,40,90.21,38,38.65,93.2,5.82
Tychy,20,62.69,77,50.14,64.4,3.36
Dunaivtsi,8,68.98,48,48.89,68.98,9.44
Dompay,12,73.84,95,15.88,73.84,1.72
Filottrano,20,72.3,73,43.43,75.2,2.28
Nueva Ocotepeque,40,86,62,14.43,86,4.7
Flateby,0,69.8,64,59.83,69.8,2.24
Camana,24,64.3,97,-16.62,64.3,9.44
Luancheng,0,64.4,59,37.88,64.4,8.95
Latina,20,72.81,73,41.47,73.4,2.24
Razlog,0,50.17,89,41.89,50.17,1.95
Likhovskoy,0,55.66,28,48.15,55.66,8.88
Ambajogai,24,81.22,55,18.73,81.22,10
Engenheiro Beltrao,0,77,47,-23.78,77,5.82
Luizi-Calugara,0,64.4,55,46.53,64.4,4.7
Anchovy,40,87.8,70,18.4,87.8,18.34
Awka,92,73.12,97,6.21,73.12,4.29
Pahalgam,64,29.02,96,34.03,29.02,1.05
Tilzapotla,5,87.8,33,18.48,87.8,5.82
Temple City,75,75.79,68,34.11,91.4,12.75
Artimet,75,60.8,93,40.15,60.8,4.7
Waverly,1,93.22,33,42.73,96.8,20.8
Aichi-ken,75,69.8,88,35.18,69.8,9.17
Hazaribag,24,75.91,92,23.98,75.91,11.01
Madukkur,12,83.74,85,10.48,83.74,11.79
Orange Cove,1,95.04,26,36.62,96.8,6.93
Pag,0,69.8,88,44.45,69.8,8.32
Xochitlan,0,87.97,22,18.7,87.97,2.95
Sardulgarh,92,88.87,26,29.7,88.87,4.74
Sharhorod,0,64.39,47,48.68,64.39,9.33
Tepetzintla,0,94.09,55,21.17,94.09,8.99
Talitsy,0,60.07,44,56.53,60.07,13.35
Grove City,40,88.2,48,39.88,89.6,12.01
Samalkot,8,84.64,89,17.05,84.64,6.76
Meggen,0,63.9,82,47.05,68,4.7
Gorodishche,0,50,37,48.8,50,2.24
West Warwick,75,80.6,61,41.71,89.6,14.99
Philadelphia,1,83.55,61,39.95,87.8,4.41
Santa Maria del Real,40,91.4,49,14.77,91.4,2.73
Mbouda,92,63.67,97,5.63,63.67,2.17
Langholm,0,55.4,82,55.15,55.4,14.99
Zhoucun,0,54.58,73,36.82,54.58,1.95
Tomioka,75,66.2,82,36.25,66.2,2.73
Buenavista,32,81.4,100,13.26,81.4,3.18
Yermakovskoye,0,44.95,80,53.28,44.95,3.18
Point Pedro,64,85.54,93,9.82,85.54,24.99
Leczna,0,65.11,56,51.3,65.11,5.97
Bosansko Grahovo,24,57.55,94,44.18,57.55,1.72
Bayanday,0,51.79,72,53.07,51.79,4.18
Nova Venecia,24,70.33,73,-18.72,70.33,9.78
Saint Monance,0,59.31,87,56.2,62.6,5.82
Dijkot,44,74.02,58,31.22,74.02,3.18
Baganga,12,79.42,100,7.57,79.42,6.42
Vicosa do Ceara,0,82.57,57,-3.57,82.57,5.41
Parramos,40,78.8,57,14.61,78.8,20.8
Marigot,40,83.52,66,18.07,84.2,13.87
Kepno,24,67.09,76,51.28,67.09,2.51
Pedasi,0,83.11,100,7.53,83.11,9.1
Buciumi,0,60.8,67,47.03,60.8,2.17
Santa Fe,1,79.81,12,35.69,82.4,16.11
Departamento de Chalatenango,40,79.86,100,14.18,86,3.36
Is,8,31.72,95,59.25,31.72,2.95
Nyiradony,0,65.92,65,47.7,65.92,2.84
La Foa,75,60.8,87,-21.72,60.8,3.74
Waitati,0,20.92,83,-45.75,20.92,2.73
Viseu de Sus,0,50.44,73,47.72,50.44,2.17
Abramovka,0,48.55,62,51.19,48.55,4.41
Treia,20,72.39,73,43.32,75.2,2.28
Firovo,0,65.65,44,57.48,65.65,14.03
Palanit,48,82.57,97,12.32,82.57,8.1
Ghelar,0,54.67,77,45.68,54.67,2.17
Naga,56,78.61,91,13.62,78.61,3.96
Shamkhal,75,62.6,59,43.06,62.6,11.18
La Lira,20,91.4,16,20.47,91.4,3.36
Mueang Phuket,40,77,88,7.83,77,2.24
Kubrat,20,62.05,58,43.8,62.05,6.76
Les Ponts-de-Ce,76,62.6,93,47.42,62.6,5.82
Osi,0,67.06,60,47.15,69.8,9.17
Kirovskaya,0,60.52,27,46.97,60.52,14.81
Frohnleiten,75,62.6,93,47.27,62.6,2.24
Senago,20,66.47,69,45.58,73.4,2.24
Baykalsk,20,46.75,75,51.52,46.75,3.18
Jundia,20,77,78,-8.93,77,8.05
Costesti,12,62.32,54,45.03,62.32,3.18
Carta,0,52.24,65,46.53,52.24,2.39
Joseni,0,52.24,65,46.7,52.24,2.39
Dorado,40,84.2,74,18.46,84.2,20.8
Borkop,8,66.81,72,55.64,68,11.41
Residencial Mattei,40,79.54,74,18.22,84.2,20.8
Mata de Platano,1,85.86,70,14.6,89.6,19.46
Batavia,1,88.41,48,41.85,91.4,5.82
Sannat,0,69.8,88,36.03,69.8,11.41
Kovur,0,85.99,64,14.48,85.99,7.99
Priladozhskiy,0,62.6,48,59.85,62.6,8.95
Porto Murtinho,0,81.4,46,-22.17,81.4,8.77
Makuyuni,8,62.59,89,-4.73,62.59,2.06
Albestii Pamanteni,0,58.54,63,45.22,58.54,5.97
Tyldesley,90,60.48,77,53.52,64.4,13.87
Huimanguillo,40,96.8,41,17.85,96.8,5.82
Durham,1,79.34,78,35.99,82.4,6.93
Saint-Brice-sous-Foret,48,62.6,88,49,64.4,5.82
Kalamaria,20,69.8,60,40.58,69.8,5.82
Lolodorf,92,71.59,98,3.23,71.59,2.28
Shurob,48,57.19,51,40.05,57.19,6.2
Kotar,0,87.61,37,24.72,87.61,9.22
Topolobampo,5,87.8,43,25.6,87.8,16.11
Lyubertsy,0,59.47,62,55.68,62.6,6.71
General Nakar,68,79.15,100,14.75,79.15,6.64
Khombole,88,76.63,63,14.77,76.63,6.76
Galeras,32,89.95,88,9.16,89.95,5.75
Starkville,90,78.67,65,33.45,82.4,6.93
Tiszacsege,0,61.87,84,47.7,61.87,2.73
Pantabangan,64,74.29,91,15.81,74.29,1.83
Middle Valley,75,81.45,69,35.2,82.4,14.99
Lacdayan,44,78.34,92,13.6,78.34,4.41
Niederpesterwitz,0,75.2,53,51.02,75.2,8.05
Karagayla,8,50.89,84,54.15,50.89,6.2
Wiang Sa,92,75.91,96,8.64,75.91,1.5
Benxi,75,55.4,100,41.29,55.4,2.24
Amarastii de Sus,0,62.6,59,43.98,62.6,6.93
Beziers,12,63.61,88,43.35,64.4,2.24
Pulawy,0,65.47,59,51.42,65.47,5.19
Zorritos,0,82.4,61,-3.67,82.4,8.05
Potamia,40,71.6,68,40.72,71.6,4.7
Kamyshin,0,51.79,59,50.1,51.79,8.99
Volda,0,61.25,76,62.15,71.6,5.82
Kailaras,100,93.91,39,26.32,93.91,3.74
Ratholo,100,67.27,51,-22.68,67.27,3.62
Scalea,32,74.47,88,39.82,74.47,4.97
Vermes,0,67.12,72,45.52,68,1.12
Santa Lucia,40,86,62,14.42,86,4.7
Ustupo,44,81.58,89,8.98,81.58,0.72
Joao Monlevade,0,60.97,73,-19.83,60.97,3.06
Fushan,0,62.77,87,37.5,62.77,5.08
Ashqelon,40,74.44,78,31.67,75.2,4.7
Lalgudi,40,82.4,65,10.87,82.4,8.05
Sironj,92,90.49,30,24.1,90.49,5.75
Raymond Terrace,40,57.2,93,-32.75,57.2,8.05
Nebaj,44,70.69,75,15.41,70.69,1.83
Frankfort,0,43.33,100,-27.27,43.33,4.74
Lowicz,0,69.85,45,52.11,71.6,3.36
Clermont,90,81.46,88,28.55,87.8,10.29
Gavrilov Posad,0,58.81,46,56.56,58.81,12.57
Englewood,75,88.02,48,39.88,89.6,16.11
Chengzihe,12,51.16,90,45.33,51.16,2.17
Capao da Canoa,0,71.59,92,-29.77,71.59,18.39
Melchor Muzquiz,0,101.65,25,27.88,101.65,11.23
Cornwall,1,77,47,45.02,77,4.7
Cogealac,0,62.6,77,44.55,62.6,8.05
Qafqafa,0,68,52,32.35,68,8.05
Abiramam,20,83.11,72,9.47,83.11,17.27
Beatrice,75,74.53,78,40.27,75.2,9.17
Aghavnadzor,75,60.8,93,40.58,60.8,4.7
Tondon,92,74.38,94,10.37,74.38,2.62
Rybnoye,0,60.16,44,54.73,60.16,13.47
Beaucaire,0,66.72,82,43.81,68,2.24
Herre,0,69.8,64,59.1,69.8,2.24
Gutad,40,81.5,78,14.93,82.4,6.93
Dinahican,80,83.74,91,14.69,83.74,8.66
Koundara,76,77.08,87,12.48,77.08,2.95
Pendleton,1,71.15,23,45.67,75.2,17.22
Nanuque,8,71.77,62,-17.83,71.77,9.66
Atenas de San Cristobal,75,87.8,70,15.72,87.8,6.93
Staraya Kulatka,12,55.57,49,52.73,55.57,10.11
Harpalpur,24,88.15,36,25.29,88.15,10.22
Tuni,88,84.91,93,17.35,84.91,7.2
Quimperle,75,62.6,100,47.87,62.6,3.36
Ryazanskaya,0,66.2,37,44.96,66.2,17.9
Ngora,0,65.74,98,1.43,65.74,5.19
Poduri,0,64.4,55,46.47,64.4,4.7
Mendeleyevsk,0,50,93,55.91,50,6.71
Berlesti,0,62.6,59,44.92,62.6,6.93
Dingwall,20,58.64,100,57.6,60.8,4.7
Koprivnica,24,69.7,66,46.16,69.7,7.65
Oberasbach,75,67.08,88,49.43,69.8,6.93
Pavlodar,0,53.6,62,52.3,53.6,15.66
Faridpur,0,80.14,57,28.22,80.14,9.55
Mount Gambier,0,46.39,75,-37.83,46.39,5.75
Sanand,0,89.6,70,22.98,89.6,4.7
Minnetonka,40,85.6,41,44.91,95,27.51
Hamrun,0,69.8,88,35.88,69.8,11.41
Caruray,76,85.09,100,10.31,85.09,11.01
Sarretudvari,8,64.4,72,47.23,64.4,4.7
Aghstafa,100,57.91,69,41.12,57.91,14.03
Kazachinskoye,0,45.67,75,57.7,45.67,7.31
Benbrook,1,94.1,41,32.67,96.8,11.41
Kalamos,20,72.5,46,38.28,73.4,3.36
Masagua,40,83.01,74,14.2,87.8,9.17
Kirchlinteln,75,75.6,73,52.95,78.8,12.75
Temoaya,40,84.51,9,19.47,86,16.11
Ilha de Mocambique,48,77.8,91,-15.03,77.8,11.45
El Transito,48,75.37,81,14.38,75.37,2.62
Dambulla,64,78.97,84,7.86,78.97,18.5
Lampari,92,71.41,100,6.31,71.41,2.73
Thôn Ðiền Hạ,8,79.51,100,12.25,79.51,3.62
Carranglan,56,66.91,100,15.96,66.91,1.95
Bogorodskoye,92,52.42,88,57.83,52.42,8.99
Shvartsevskiy,0,56.74,52,54.09,56.74,11.56
Del Rio,1,99.48,29,29.36,100.4,16.11
Kisante,75,77,100,6.92,77,5.82
Digos,75,77,100,6.75,77,5.82
St. Anthony,90,35.6,93,51.38,35.6,26.4
Aflou,8,62.95,44,34.11,62.95,6.2
Dobrljin,0,68,72,45.15,68,5.82
Bela Vista de Goias,40,78.8,44,-16.97,78.8,8.05
Palakkodu,20,73.12,88,12.3,73.12,12.24
Altamura,0,71.8,88,40.82,75.2,4.7
Agoura Hills,90,70.23,77,34.14,80.6,10.29
Morococha,0,47.02,59,-11.71,47.02,2.28
Imper,0,57.37,50,46.22,57.37,2.95
Lombardia,5,80.6,42,19.15,80.6,11.41
Kragujevac,0,60.8,72,44.02,60.8,4.74
Celarevo,0,66.24,63,45.27,68,8.05
Los Corrales de Buelna,75,62.6,82,43.26,62.6,6.93
Drexel Heights,1,94.96,5,32.14,96.8,5.82
Ilopango,40,82.18,100,13.7,86,3.36
Krasnyye Tkachi,0,62.59,39,57.49,62.59,14.03
Jojoima,92,74.2,96,7.88,74.2,5.19
Desnogorsk,0,59.8,52,54.15,59.8,10.33
Oropesa,0,69.8,10,-13.59,69.8,8.05
Espanola,1,78.22,12,35.99,82.4,16.11
Cariacica,20,75.2,73,-20.27,75.2,11.41
Borgomanero,0,58.26,88,45.7,73.4,3.36
Manado,40,75.2,94,1.49,75.2,3.36
Flawil,0,66.65,64,47.41,68,3.36
South Huntington,1,81.18,69,40.82,89.6,9.17
Emirdag,75,55.4,87,39.02,55.4,6.93
Galt,1,91.83,26,38.25,96.8,4.7
Leimen,0,69.8,68,49.35,69.8,2.24
Inirida,36,79.69,87,3.87,79.69,1.16
Eschwege,75,66.22,100,51.18,68,8.05
Alta Floresta,0,85.09,56,-9.9,85.09,3.06
Goleta,1,69.42,39,34.44,80.6,5.82
Marystown,92,44.68,96,47.17,44.68,15.82
Hoyanger,0,70.02,63,61.23,71.6,1.12
Mayahi,24,87.25,25,13.96,87.25,12.8
Konstantinovka,0,56.29,77,49.62,56.29,5.3
Smolyaninovo,75,53.6,100,43.3,53.6,1.5
Manavadar,44,82.39,87,21.5,82.39,8.55
Yongjiawan,92,72.94,86,29.14,72.94,5.41
Basud,68,83.74,100,11.37,83.74,11.12
Castiglione del Lago,0,71.44,69,43.12,73.4,4.7
Natorp,12,66.83,88,51.5,68,8.05
Montes Claros,0,66.91,63,-16.72,66.91,10.78
Riegelsberg,0,62.65,87,49.3,64.4,1.12
Boffa,48,75.91,92,10.17,75.91,5.41
Oosterzele,88,65.82,88,50.95,69.8,3.36
Slamannan,0,59.7,87,55.93,62.6,5.82
Si Bun Ruang,64,72.22,97,16.97,72.22,2.39
Baldwin,75,82.83,78,40.66,89.6,12.75
Abtenau,75,69.8,60,47.55,69.8,6.93
El Espino de Santa Rosa,76,77.17,88,8.1,77.17,3.29
Kedungwuni,20,65.38,95,-6.97,65.38,2.62
Neunkirchen,0,70.54,60,47.72,71.6,11.41
Kladno,20,72.64,68,50.14,73.4,5.82
Zdolbuniv,48,68.17,46,50.52,68.17,6.76
Tomsani,0,66.24,55,44.95,68,5.82
Mangaratiba,20,73.62,73,-22.96,75.2,8.05
Santa Cruz Balanya,40,78.8,57,14.69,78.8,20.8
Lebanon,75,85.1,54,37.68,87.8,10.29
Nerk’in Kamarlu,75,60.8,93,39.95,60.8,4.7
Urucui,0,87.79,38,-7.23,87.79,11.34
Sobotin,24,66.64,69,50.02,66.64,8.77
Santiago Tangamandapio,8,85.81,45,19.95,85.81,2.17
Karpenisi,24,64.84,56,38.92,64.84,2.17
Athabasca,36,63.22,34,54.72,63.22,6.98
Ocoee,90,81.9,88,28.57,87.8,10.29
Portland,24,56.29,100,-38.35,56.29,18.05
Catabola,0,56.92,71,-12.15,56.92,2.06
Tashtagol,12,38.47,81,52.77,38.47,2.17
Bellmead,40,93.9,38,31.59,96.8,6.93
Moerbeke,90,65.23,100,51.17,69.8,3.36
Alsip,1,86.36,65,41.67,91.4,8.05
Idaho Falls,40,66.99,60,43.47,68,9.17
Prokopyevsk,56,50.71,87,53.91,50.71,7.31
Fonyod,0,69.8,60,46.76,69.8,9.17
Hajdubagos,8,64.4,72,47.4,64.4,4.7
Eisenberg,0,70.63,64,50.97,73.4,10.29
Agropoli,0,73.4,73,40.35,73.4,6.93
Niquinohomo,40,82.58,88,11.9,84.2,4.7
Varasti,0,66.18,42,44.24,68,1.12
Praesto,0,66.2,68,55.12,66.2,5.82
Trat,92,81.13,100,12.24,81.13,5.75
Canton,75,79.45,69,34.24,82.4,8.05
Placerville,1,89.04,30,38.73,93.2,4.7
Gurbuki,75,62.6,59,42.61,62.6,11.18
Poprad,20,57.2,87,49.05,57.2,3.36
Nortelandia,0,79.51,81,-14.43,79.51,3.06
Alexandreia,20,69.8,60,40.63,69.8,5.82
Fallbrook,1,72.7,72,33.38,82.4,10.29
Jablonne nad Orlici,0,68,68,50.03,68,9.17
Mlowo,0,51.52,81,-9,51.52,3.4
Bari Sadri,0,85.9,41,24.42,85.9,8.99
Zyryanka,64,46.3,72,65.75,46.3,3.62
Brumado,80,71.68,66,-14.22,71.68,14.14
Amqui,5,60.8,36,48.55,60.8,3.36
Nor Geghi,75,60.8,93,40.32,60.8,4.7
Vertientes,40,89.6,52,21.26,89.6,5.82
Arma,20,72.57,46,38.35,73.4,3.36
Nyuksenitsa,56,61.69,42,60.41,61.69,17.6
Curatele,8,64.4,72,46.7,64.4,4.7
Roztoky,20,72.61,68,50.16,73.4,5.82
Novolugovoye,0,42.8,75,54.98,42.8,4.47
Malamig,64,73.93,100,12.95,73.93,2.28
Siniscola,0,68,88,40.57,68,2.24
Boli,12,51.16,90,45.77,51.16,2.17
Savannah,75,83.32,74,32.08,86,12.75
Bothmerpuszta,0,68.72,77,47.73,71.6,5.82
Fort Abbas,24,79.06,26,29.19,79.06,2.73
Proddatur,0,77.44,79,14.73,77.44,2.28
Taboao da Serra,0,71.67,60,-23.6,75.2,11.41
Lyndon,75,83.21,78,38.26,86,10.29
Sanghar,0,91.4,43,26.05,91.4,4.7
Mintlaw,0,59,77,57.5,59,4.7
Can,40,68.9,68,40.03,69.8,18.34
Bacolod City,12,75.28,90,10.67,75.28,4.63
Skole,0,61.42,61,49.04,61.42,5.19
Oirschot,90,66.67,93,51.5,69.8,5.82
Vetel,0,54.67,77,45.85,54.67,2.17
Dnestrovsc,0,71.6,33,46.62,71.6,8.95
Nosivka,0,58.99,47,50.93,58.99,7.76
Dunbar,0,59.45,87,56,62.6,5.82
Vetel,0,57.1,81,45.9,57.1,2.06
Miyazu,92,63.31,88,35.53,63.31,4.41
Voerde,75,65.73,82,51.6,68,8.05
Bod,0,56.29,46,45.77,56.29,2.62
Acquaviva delle Fonti,0,71.83,88,40.9,75.2,4.7
Sieu-Magherus,0,59.88,67,47.08,60.8,7.65
Czeladź,20,62.78,77,50.32,64.4,3.36
Mayang Imphal,100,68.35,94,24.62,68.35,2.28
Bujoreni,0,58.54,63,45.13,58.54,5.97
Dicabisagan,64,79.06,100,17.08,79.06,1.95
Borough of Reading,75,60.15,87,51.43,62.6,12.75
Mandi Bahauddin,0,78.97,40,32.58,78.97,10.22
Linhares,64,72.04,68,-19.42,72.04,11.68
Abu Jibeha,64,71.05,97,11.45,71.05,7.09
Bullas,44,54.22,91,38.05,54.22,2.73
